item_id,work_package_id,wave,requirement_id,feature_group_id,title,implementation_action,owning_module,primary_layer,priority,scope_bucket,dependencies,acceptance_criteria,test_ids,qa_suite_id,source,feature_flag,external_gate,done_condition,implementation_status
IMP-199,WP02,1,PRD-DATA-007,FG-DATA,"Daily activity preserves working-day/vacation context, task count and maximum Complexity needed to reproduce HP/streak.","Implement the smallest owning-module slice that satisfies: Daily activity preserves working-day/vacation context, task count and maximum Complexity needed to reproduce HP/streak.",db/audit/history,database/backend,P0,MVP_IN,WP00;WP01,"Daily activity preserves working-day/vacation context, task count and maximum Complexity needed to reproduce HP/streak.",REQT-PRD-DATA-007,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §23.13,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-DATA-007` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-200,WP02,1,PRD-AUDIT-001,FG-DATA,Task edit/delete/recalculation must remain reproducible through versioning and ledger/reversal semantics rather than des,Implement the smallest owning-module slice that satisfies: Task edit/delete/recalculation must remain reproducible through versioning and ledger/reversal semantics rather than destructive overwrite.,db/audit/history,database/backend,P0,MVP_IN,WP00;WP01,Task edit/delete/recalculation must remain reproducible through versioning and ledger/reversal semantics rather than destructive overwrite.,REQT-PRD-AUDIT-001,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: §24; Appendix C,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AUDIT-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-201,WP02,1,PRD-AUDIT-002,FG-DATA,End-of-day jobs must be idempotent and support safe recalculation after edit/delete.,Implement the smallest owning-module slice that satisfies: End-of-day jobs must be idempotent and support safe recalculation after edit/delete.,db/audit/history,database/backend,P0,MVP_IN,WP00;WP01,End-of-day jobs must be idempotent and support safe recalculation after edit/delete.,REQT-PRD-AUDIT-002,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: Appendix C,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AUDIT-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-202,WP02,1,PRD-AUDIT-003,FG-DATA,Goal rule_json must be declarative/backend-executable; free-form LLM judgment alone cannot decide goal completion.,Implement the smallest owning-module slice that satisfies: Goal rule_json must be declarative/backend-executable; free-form LLM judgment alone cannot decide goal completion.,db/audit/history,database/backend,P0,MVP_IN,WP00;WP01,Goal rule_json must be declarative/backend-executable; free-form LLM judgment alone cannot decide goal completion.,REQT-PRD-AUDIT-003,QA-S10,TZ_AI_Tamagotchi_v1.0 (1).docx :: Appendix C,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-AUDIT-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-203,WP03,1,PRD-EXT-001,FG-INTEGRATIONS,"Corporate Personnel integration is required, but protocol/base URL/auth/unique employee key/normalization/sync details a","Implement the smallest owning-module slice that satisfies: Corporate Personnel integration is required, but protocol/base URL/auth/unique employee key/normalization/sync details are not supplied and must not be invented.",platform/providers,backend,P0_EXTERNAL_INTEGRATION,MVP_IN_EXTERNAL_INTEGRATION,WP00;WP01,"Corporate Personnel integration is required, but protocol/base URL/auth/unique employee key/normalization/sync details are not supplied and must not be invented.",REQT-PRD-EXT-001,QA-S11,TZ_AI_Tamagotchi_v1.0 (1).docx :: §25; §5 Security note,NO_RUNTIME_FLAG,REAL_PROVIDER_CONTRACT_EVIDENCE,Owning code/config is implemented; `REQT-PRD-EXT-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Mock contract path is complete; production-ready status additionally requires real authorized provider evidence and must remain explicitly open until supplied.,NOT_STARTED
IMP-204,WP03,1,PRD-EXT-002,FG-INTEGRATIONS,LLM and STT are provider dependencies; current source set does not freeze production vendor endpoint/credentials/model.,Implement the smallest owning-module slice that satisfies: LLM and STT are provider dependencies; current source set does not freeze production vendor endpoint/credentials/model.,platform/providers,backend,P0_EXTERNAL_INTEGRATION,MVP_IN_EXTERNAL_INTEGRATION,WP00;WP01,LLM and STT are provider dependencies; current source set does not freeze production vendor endpoint/credentials/model.,REQT-PRD-EXT-002,QA-S11,TZ_AI_Tamagotchi_v1.0 (1).docx :: §25; Readiness,NO_RUNTIME_FLAG,REAL_PROVIDER_CONTRACT_EVIDENCE,Owning code/config is implemented; `REQT-PRD-EXT-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. Mock contract path is complete; production-ready status additionally requires real authorized provider evidence and must remain explicitly open until supplied.,NOT_STARTED
IMP-205,WP15,6,PRD-NFR-001,FG-NFR,Application is online-first/online-only for data mutation and must handle network failure explicitly.,Implement and instrument the technical control needed to satisfy: Application is online-first/online-only for data mutation and must handle network failure explicitly.,platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,Application is online-first/online-only for data mutation and must handle network failure explicitly.,REQT-PRD-NFR-001,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §3; §27,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-NFR-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-206,WP15,6,PRD-NFR-002,FG-NFR,"Role/object authorization, privacy and auditability are backend-enforced invariants.","Implement and instrument the technical control needed to satisfy: Role/object authorization, privacy and auditability are backend-enforced invariants.",platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,"Role/object authorization, privacy and auditability are backend-enforced invariants.",REQT-PRD-NFR-002,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §4; §14; §24; §26,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-NFR-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-207,WP15,6,PRD-NFR-003,FG-NFR,No real production credentials/secrets are defined by the source set.,Implement and instrument the technical control needed to satisfy: No real production credentials/secrets are defined by the source set.,platform/nfr,cross-cutting,P0,MVP_IN,WP02;WP03;WP04;WP05;WP06;WP10;WP11,No real production credentials/secrets are defined by the source set.,REQT-PRD-NFR-003,QA-S21,TZ_AI_Tamagotchi_v1.0 (1).docx :: §25–27,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-PRD-NFR-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-208,WP14,5,VIS-ART-001,FG-VIS-ART,Visual concept = Modern Airport Companion: near-realistic Pulkovo world + Lyuboznayka emotional focus + strict modern ai,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Visual concept = Modern Airport Companion: near-realistic Pulkovo world + Lyuboznayka emotional focus + strict modern airport-inspired UI + restrained gamification.,web-visual-assets,frontend,P0,MVP_IN,WP11;WP12,Visual concept = Modern Airport Companion: near-realistic Pulkovo world + Lyuboznayka emotional focus + strict modern airport-inspired UI + restrained gamification.,REQT-VIS-ART-001,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §1,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-ART-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-209,WP14,5,VIS-ART-002,FG-VIS-ART,Product should feel youthful/alive but not childish; playful emotionally but strict functionally; bright but not acidic/,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Product should feel youthful/alive but not childish; playful emotionally but strict functionally; bright but not acidic/free-to-play.,web-visual-assets,frontend,P0,MVP_IN,WP11;WP12,Product should feel youthful/alive but not childish; playful emotionally but strict functionally; bright but not acidic/free-to-play.,REQT-VIS-ART-002,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §1.4,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-ART-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-210,WP14,5,VIS-ART-003,FG-VIS-ART,Do not use a domestic cozy-room concept or home décor as the primary environment.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Do not use a domestic cozy-room concept or home décor as the primary environment.,web-visual-assets,frontend,P0,MVP_IN,WP11;WP12,Do not use a domestic cozy-room concept or home décor as the primary environment.,REQT-VIS-ART-003,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §1.5,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-ART-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-211,WP14,5,VIS-ART-004,FG-VIS-ART,Retro digital-toy references are secondary only; no pixel/LCD/plastic-console identity as core UI.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Retro digital-toy references are secondary only; no pixel/LCD/plastic-console identity as core UI.,web-visual-assets,frontend,P0,MVP_IN,WP11;WP12,Retro digital-toy references are secondary only; no pixel/LCD/plastic-console identity as core UI.,REQT-VIS-ART-004,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §1.6,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-ART-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-212,WP14,5,VIS-MASCOT-001,FG-VIS-MASCOT,Canonical mascot is the exact approved user-supplied JPEG; derivatives must preserve that identity.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Canonical mascot is the exact approved user-supplied JPEG; derivatives must preserve that identity.,web-3d/mascot,frontend,P0,MVP_IN,WP11;WP12,Canonical mascot is the exact approved user-supplied JPEG; derivatives must preserve that identity.,REQT-VIS-MASCOT-001,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-MASCOT-001` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-213,WP14,5,VIS-MASCOT-002,FG-VIS-MASCOT,"Mascot invariants: compact rounded body, huge glossy dark eyes, tiny beak, cream-white soft fur/feathers, warm beige/lig","Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Mascot invariants: compact rounded body, huge glossy dark eyes, tiny beak, cream-white soft fur/feathers, warm beige/light-brown accents, short limbs, gentle curious expression.",web-3d/mascot,frontend,P0,MVP_IN,WP11;WP12,"Mascot invariants: compact rounded body, huge glossy dark eyes, tiny beak, cream-white soft fur/feathers, warm beige/light-brown accents, short limbs, gentle curious expression.",REQT-VIS-MASCOT-002,QA-S18,AI_TAMAGOTCHI_VISUAL_PACKAGE_v1.0/00_README/PROJECT_DECISION_OVERRIDE_v2.0.md :: Owner override §2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-MASCOT-002` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-214,WP14,5,VIS-MASCOT-003,FG-VIS-MASCOT,Mascot rendering is semi/near-realistic stylized 3D; it must not become a realistic owl or flat cartoon.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Mascot rendering is semi/near-realistic stylized 3D; it must not become a realistic owl or flat cartoon.,web-3d/mascot,frontend,P0,MVP_IN,WP11;WP12,Mascot rendering is semi/near-realistic stylized 3D; it must not become a realistic owl or flat cartoon.,REQT-VIS-MASCOT-003,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §2,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-MASCOT-003` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
IMP-215,WP14,5,VIS-MASCOT-004,FG-VIS-MASCOT,Home is mascot-first; functional screens are function-first and must not decorate every control with mascot imagery.,Implement the runtime/visual contract using only current approved handoff assets and fallback rules: Home is mascot-first; functional screens are function-first and must not decorate every control with mascot imagery.,web-3d/mascot,frontend,P0,MVP_IN,WP11;WP12,Home is mascot-first; functional screens are function-first and must not decorate every control with mascot imagery.,REQT-VIS-MASCOT-004,QA-S18,TZ_Design_Lyuboznayka_Pulkovo_v1.0.docx :: Design §2.5–2.6,NO_RUNTIME_FLAG,NONE,Owning code/config is implemented; `REQT-VIS-MASCOT-004` passes; acceptance statement is demonstrably true; lint/typecheck/affected contract tests pass. No requirement-scope expansion or unsupported assumption is introduced.,NOT_STARTED
